uniprot_id,protein,gene,description
P13010,XRCC5_HUMAN,XRCC5,X-ray repair cross-complementing protein 5
P12956,XRCC6_HUMAN,XRCC6,X-ray repair cross-complementing protein 6
P54577,SYYC_HUMAN,YARS1,"Tyrosine--tRNA ligase, cytoplasmic"
P67809,YBOX1_HUMAN,YBX1,Y-box-binding protein 1
P16989,YBOX3_HUMAN,YBX3,Y-box-binding protein 3
O15498,YKT6_HUMAN,YKT6,Synaptobrevin homolog YKT6
P31946,1433B_HUMAN,YWHAB,14-3-3 protein beta/alpha
P62258,1433E_HUMAN,YWHAE,14-3-3 protein epsilon
P61981,1433G_HUMAN,YWHAG,14-3-3 protein gamma
Q04917,1433F_HUMAN,YWHAH,14-3-3 protein eta
P27348,1433T_HUMAN,YWHAQ,14-3-3 protein theta
P63104,1433Z_HUMAN,YWHAZ,14-3-3 protein zeta/delta
Q96C00,ZBTB9_HUMAN,ZBTB9,Zinc finger and BTB domain-containing protein 9
Q06730,ZN33A_HUMAN,ZNF33A,Zinc finger protein 33A
O95218,ZRAB2_HUMAN,ZRANB2,Zinc finger Ran-binding domain-containing protein 2
Q15942,ZYX_HUMAN,ZYX,Zyxin
